sr_no,name,id,city,address,work_sector,Address,City,State,Telephone,Mobile No,Website Url,E-mail
,,,,,,,,,,,,
83,VOLUNTEER FOR DEVELOPMENT,"show_ngo_info(""199606"");","S67887, DELHI (DELHI)",KHNO.. 554/1 VILLAGE AND POST -KHERA KHURDDELHI,"Animal Husbandry, Dairying  &  Fisheries,Agriculture,Art & Culture,Children,Civic Issues","E-34, Ground Floor, Behind Metro Station Kailash Colony, New, East of Kailash, New Delhi, Delhi 110065",New Delhi,DELHI,Not Available,9540004187,http://www.consumer-voice.org/,projectshead(at)consumer-voice[dot]org
,,,,,,,,,,,,
84,VOLUNTEERS FOR EDUCATION EMPLOYMENT AND NATIONAL AWARENESS,"show_ngo_info(""193371"");","50706, New Delhi (DELHI)","1C, Pocket A, Dilshad Garden","Art & Culture,Children,Dalit Upliftment,Drinking Water,Education & Literacy,Health & Family Welfare,HIV/AIDS,Housing,Information & Communication Technology,Legal Awareness & Aid,Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Vocational Training,Women's Development & Empowerment,Any Other","KHNO.. 554/1 VILLAGE AND POST -KHERA KHURD
DELHI",DELHI,DELHI,Not Available,9599941053,Not Available,v4d2009(at)gmail[dot]com
,,,,,,,,,,,,
85,VRAJ SEVA FARM,"show_ngo_info(""222175"");","967, Delhi (DELHI)","S-191 G/F, School Block Shakarpur, Delhi – 110092",Data Not Found,"1C, Pocket A, Dilshad Garden",New Delhi,DELHI,Not Available,9899745212,Not Available,veena[dot]youth(at)gmail.com
,,,,,,,,,,,,
86,Vrinda Foundation,"show_ngo_info(""226469"");","183, DELHI (DELHI)","H 28,1ST FLOOR ,LAXMI NAGAR DELHI 110092","Art & Culture,Children,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,Sports,Tribal Affairs","S-191 G/F, School Block Shakarpur, Delhi – 110092",Delhi,DELHI,Not Available,8208253360,Not Available,mayur[dot]fegadeg(at)gmail.com
,,,,,,,,,,,,
87,Vrindavan Chandrodaya Mandir Trust,"show_ngo_info(""170785"");","995 in Book 4 Vol 15 pg 27-47, New Delhi (DELHI)","C-2/32, Safdarjung Development Area, New Delhi, Delhi, India. 110016",Data Not Found,"H 28,1ST FLOOR ,LAXMI NAGAR DELHI 110092",DELHI,DELHI,Not Available,9818886822,Not Available,vrindafoundationindia(at)gmail[dot]com
,,,,,,,,,,,,
88,VSO INDIA TRUST,"show_ngo_info(""165222"");","1956, DELHI (DELHI)","4TH FLOOR, 7, INSTITUTIONAL AREA, PHASE II, VASANT KUNJ","Civic Issues,Differently Abled,Education & Literacy,Vocational Training","C-2/32, Safdarjung Development Area, New Delhi, Delhi, India. 110016",New Delhi,DELHI,Not Available,9350533833,http://www.vcm.org.in/,akkd(at)vcm[dot]org.in
,,,,,,,,,,,,
89,VSPK EDUCATIONAL & WELFARE TRUST,"show_ngo_info(""219561"");","4613BOOKNO.4VOLNO600, Delhi (DELHI)","51, ZoneH4/5, Suvidha Kunj, Pitampura, Delhi110034",Education & Literacy,"4TH FLOOR, 7, INSTITUTIONAL AREA, PHASE II, VASANT KUNJ",DELHI,DELHI,Not Available,9811107380,HTTP://WWW.VSOINDIATRUST.ORG,mukul[dot]kumar(at)vsoint.org
,,,,,,,,,,,,
90,VYOMINI SOCIAL FOUNDATION,"show_ngo_info(""220685"");","U85200DL2018NPL342853, DELHI (DELHI)",40 SULTAN PUR MAZRA DELHI 110086,Data Not Found,"51, ZoneH4/5, Suvidha Kunj, Pitampura, Delhi110034",Delhi,DELHI,Not Available,8700345751,Not Available,vspkinternational2003(at)gmail[dot]com
,,,,,,,,,,,,
91,Wall Communication Private Limited,"show_ngo_info(""176162"");","U74140DL2013PTC252993, Delhi (DELHI)","A-31/20, Netaji Gali No. 1, Maujpur, Delhi-110053",Vocational Training,40 SULTAN PUR MAZRA DELHI 110086,DELHI,DELHI,Not Available,9716255564,https://www.vyomini.org/,info[dot]vyomini(at)gmail.com
,,,,,,,,,,,,
92,Wanchoo Foundation,"show_ngo_info(""200497"");","U80904DL2014NPL263329, New Delhi (DELHI)","142- B, BLOCK AC-1 SHALIMAR BAGH ,North WestDelhi, DL 110088","Children,Differently Abled,Aged/Elderly","A-31/20, Netaji Gali No. 1, Maujpur, Delhi-110053",Delhi,DELHI,Not Available,8527383209,http://www.wallcommunication.com,wallcommunication(at)gmail[dot]com
,,,,,,,,,,,,
93,War Wounded Foundation,"show_ngo_info(""211445"");","S 43620, NEW DELHI (DELHI)","313, GROUND FLOOR, SEC-23, DDA PKT-1, DWARKA, NEW DELHI-110077",Differently Abled,"142- B, BLOCK AC-1 SHALIMAR BAGH ,North WestDelhi, DL 110088",New Delhi,DELHI,Not Available,8826091171,Not Available,einfosystems(at)yahoo[dot]com
,,,,,,,,,,,,
94,Warapara Foundation,"show_ngo_info(""183286"");","S/RS/DW(SW)/40/2016, Delhi (DELHI)","513,514,JAINA TOWER I,JANKAPURI DISTRICT CENTRE,JANAKPURI,NEW-DELHI 110058","Education & Literacy,Aged/Elderly,Food Processing,Youth Affairs","313, GROUND FLOOR, SEC-23, DDA PKT-1, DWARKA, NEW DELHI-110077",NEW DELHI,DELHI,Not Available,9810989524,Not Available,warwounded(at)rediffmail[dot]com
,,,,,,,,,,,,
95,Waris Organisation for Rehabilitation and Development,"show_ngo_info(""46971"");","S39674, NEW DELHI  (DELHI)","504 MANSAROVER-BUILDING 90-NEHRU PLACE, NEW DELHI-110019","Agriculture,Children,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,Vocational Training,Women's Development & Empowerment,Youth Affairs","513,514,JAINA TOWER I,JANKAPURI DISTRICT CENTRE,JANAKPURI,NEW-DELHI 110058",Delhi,DELHI,Not Available,9999887454,http://www.warapara.com/,waraparafoundation(at)gmail[dot]com
,,,,,,,,,,,,
96,Wash United India Foundation,"show_ngo_info(""195288"");","U74140DL2015NPL284640, New Delhi (DELHI)","D-69 Second Floor,Hauz Khas,New Delhi-110 016","Drinking Water,Health & Family Welfare,Water Resources,Women's Development & Empowerment","504 MANSAROVER-BUILDING 90-NEHRU PLACE, NEW DELHI-110019",NEW DELHI,DELHI,0194-2433238,9596350386,http://www.word.org,warisorganization(at)gmail[dot]com
,,,,,,,,,,,,
97,WATER WISDOM FOUNDATION,"show_ngo_info(""184243"");","U74990DL2017NPL326367, New Delhi (DELHI)","H-2, Ridge Castle, Dadabari Road, Mehrauli","Drinking Water,Water Resources,Art & Culture,Education & Literacy","D-69 Second Floor,
Hauz Khas,
New Delhi-110 016",New Delhi,DELHI,Not Available,9873878610,Not Available,nirmala[dot]nair(at)wash-united.org
,,,,,,,,,,,,
98,WAVES WOMEN EMPOWERMENT,"show_ngo_info(""214033"");","462, EAST DELHI (DELHI)","9/350-A ,GALI NO-9, LALITA PARK, LAXMI NAGAR, DELHI-110092","Civic Issues,Dalit Upliftment,Disaster Management,Education & Literacy,Aged/Elderly,Health & Family Welfare,HIV/AIDS,Human Rights,Labour & Employment,Micro Small & Medium Enterprises,Minority Issues,Prisoner's Issues,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment","H-2, Ridge Castle, Dadabari Road, Mehrauli",New Delhi,DELHI,Not Available,9460342583,Not Available,waterwisdomfoundation(at)gmail[dot]com
,,,,,,,,,,,,
99,We About People,"show_ngo_info(""82307"");","S/185/SDM/NW/2011, New Delhi (DELHI)","BH-197,F/F (East) Shalimar Bagh","Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises","9/350-A ,GALI NO-9, LALITA PARK, LAXMI NAGAR, DELHI-110092",EAST DELHI,DELHI,Not Available,9911179893,Not Available,PARAVJAIN70(at)GMAIL[dot]COM
,,,,,,,,,,,,
100,WE ARE FOR ALL (WAFA),"show_ngo_info(""182490"");","51489, NEW DELHI (DELHI)",PLOT NO 33-34 MAIN BUS STAND CHANDANHULA CHATTARPUR NEW DELHI 110030,Data Not Found,"BH-197,F/F (East) 
Shalimar Bagh",New Delhi,DELHI,011-45543162,9811643162,http://www.weaboutpeople.com,weaboutpeopleindia(at)gmail[dot]com
,,,,,,,,,,,,
1,WE ARE HUMAN FOUNDATION,"show_ngo_info(""194479"");","1884/2011, NEW DELHI (DELHI)","REGISTERED ADDRESS : 247, ROSHAN GARDEN,OPP. DESU COLONY, NAJAFGARH, NEW DELHI-110043.","Education & Literacy,Information & Communication Technology,Minority Issues,Rural Development & Poverty Alleviation,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment",,,,,,,
,,,,,,,,,,,,
2,WE ARE ONE FOUNDATION,"show_ngo_info(""231664"");","S/001681/2016, DELHI (DELHI)","G-280, Street NO. 11, Bhagirathi Vihar, Karawal Nagar",Education & Literacy,"REGISTERED ADDRESS : 247, ROSHAN GARDEN,OPP. DESU COLONY, NAJAFGARH, NEW DELHI-110043.",NEW DELHI,DELHI,Not Available,9910017201,http://wearehuman.org.in,admin(at)wearehuman[dot]org.in
,,,,,,,,,,,,
3,WE INSPIRE TO SKILL & HELP (WISH),"show_ngo_info(""165804"");","897, New Delhi (DELHI)","104, G/F R/P 104 PRAKASH MOHALLA GARHI","Education & Literacy,Health & Family Welfare,Information & Communication Technology,Any Other","G-280, Street NO. 11, Bhagirathi Vihar, Karawal Nagar",DELHI,DELHI,Not Available,9555023323,http://www.waofoundation.org,contact[dot]waofoundation(at)gmail.com
,,,,,,,,,,,,
4,We The People,"show_ngo_info(""90377"");","S-53288, New Delhi (DELHI)",102 D 211 Laxmansingh Complex I Munirka New Delhi 110067,"Animal Husbandry, Dairying  &  Fisheries,Agriculture,Food Processing,Information & Communication Technology,Labour & Employment,Micro Finance (SHGs),Micro Small & Medium Enterprises,Panchayati Raj,Rural Development & Poverty Alleviation,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs","104, G/F R/P 104 PRAKASH MOHALLA GARHI",New Delhi,DELHI,Not Available,8920108090,Not Available,stejendra188(at)gmail[dot]com
,,,,,,,,,,,,
5,We The People Welfare Foundation,"show_ngo_info(""233937"");","290, Palam (DELHI)","Plot No 5, Sadh Nagar Palam","Education & Literacy,Environment & Forests,Labour & Employment,Panchayati Raj,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs",102 D 211 Laxmansingh Complex I Munirka New Delhi 110067,New Delhi,DELHI,011-46028268,8130933300,http://www.wethepeople.co.in,ajaya[dot]mohapatra(at)wethepeople.co.in
,,,,,,,,,,,,
6,We The Senior Citizens,"show_ngo_info(""239674"");","S/609/SDM/NW/2011, Delhi (DELHI)","DA-148Sheeshmahal Apartment, Shalimar bagh, Delhi-110088",Aged/Elderly,"Plot No 5, Sadh Nagar Palam",Palam,DELHI,Not Available,9667416945,Not Available,wethepeoplewelfarefoundation(at)gmail[dot]com
,,,,,,,,,,,,
7,WE TOGETHER FOUNDATION,"show_ngo_info(""222529"");","2364, DELHI (DELHI)","SHOP NO. 108 FIRST FLOOR, CSC PLOT NO. 2, VARDHMAN CENTRAL MARKET, SECTOR-3, DWARKA, NEW DELHI-110075",Data Not Found,"DA-148Sheeshmahal Apartment, Shalimar bagh, Delhi-110088",Delhi,DELHI,Not Available,9910867988,Not Available,bkuldip148(at)gmail[dot]com
,,,,,,,,,,,,
8,we will care foundation,"show_ngo_info(""231963"");","S/RS/SW/0248/2011, NEW DELHI (DELHI)","HOUSE NUMBER 13, POLE NUMBER 5 , VILLAGE JHULJHULI POST OFFICE GHUMANHERA NEW DELHI 110073","Art & Culture,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Health & Family Welfare,HIV/AIDS,Human Rights,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),New & Renewable Energy,Rural Development & Poverty Alleviation,Science & Technology,Tribal Affairs,Vocational Training,Water Resources,Youth Affairs,Any Other","SHOP NO. 108 FIRST FLOOR, CSC PLOT NO. 2, VARDHMAN CENTRAL MARKET, SECTOR-3, DWARKA, NEW DELHI-110075",DELHI,DELHI,Not Available,8368130098,Not Available,csalotra(at)gmail[dot]com
,,,,,,,,,,,,
9,wealth more charitable trust,"show_ngo_info(""240223"");","607-2019, DELHI (DELHI)","KH-69/11/2-P No.224, Puran Nagar, Palam","Education & Literacy,Food Processing,Health & Family Welfare,Labour & Employment,Any Other","HOUSE NUMBER 13, POLE NUMBER 5 , VILLAGE JHULJHULI POST OFFICE GHUMANHERA NEW DELHI 110073",NEW DELHI,DELHI,Not Available,9315089004,Not Available,wewillcarefoundation(at)outlook[dot]com
,,,,,,,,,,,,
10,weavers development and research organisation,"show_ngo_info(""212875"");","921, N Delhi (DELHI)","B18, F.F. BLOCK J3, DDA MARKET,KALKAJINEW DELHI110 019","Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Dalit Upliftment,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Labour & Employment,Legal Awareness & Aid,New & Renewable Energy,Panchayati Raj,Rural Development & Poverty Alleviation,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other,Drinking Water,Food Processing,Information & Communication Technology,Micro Finance (SHGs)","KH-69/11/2-P No.224, Puran Nagar, Palam",DELHI,DELHI,Not Available,9211660123,https://wealthmore.biz/web/,help(at)wealthmore[dot]biz
,,,,,,,,,,,,
11,Web design and Marketing welfare Association,"show_ngo_info(""200912"");","57440, New Delhi (DELHI)",290 Prakash mohla east of kailash,"Children,Drinking Water,Education & Literacy,Vocational Training,Women's Development & Empowerment","B18, F.F. BLOCK J3, DDA MARKET,KALKAJI
NEW DELHI110 019",N Delhi,DELHI,Not Available,9899824021,http://www.wdro.in,weadro(at)gmail[dot]com
,,,,,,,,,,,,
12,WEBCOM FOUNDATION,"show_ngo_info(""235407"");","68, New Delhi (DELHI)",K 23 -A BF Kalkaji New Delhi,"Differently Abled,Education & Literacy,Health & Family Welfare,Legal Awareness & Aid,Women's Development & Empowerment",290 Prakash mohla east of kailash,New Delhi,DELHI,Not Available,9871317079,http://www.wmaindia.org,carepathasia(at)gmail[dot]com
,,,,,,,,,,,,
13,WEEKEND CREATIONS PRIVATE LIMITED,"show_ngo_info(""160624"");","U74140DL2010PTC208923, New Delhi (DELHI)","J-21, Lajpat Nagar-3",Women's Development & Empowerment,K 23 -A BF Kalkaji New Delhi,New Delhi,DELHI,Not Available,7042346664,Not Available,vandanasinha41(at)gmail[dot]com
,,,,,,,,,,,,
14,Welfare Association for Downtrodden,"show_ngo_info(""165901"");","S-33647, Delhi (DELHI)","60, Masjid Lane, Jangpura (Bhogal)",Data Not Found,"J-21, Lajpat Nagar-3",New Delhi,DELHI,Not Available,9873172261,http://www.hrhelpdesk.in,AMARPREET(at)HRHELPDESK[dot]IN
,,,,,,,,,,,,
15,WELFARE ASSOCIATION FOR THE HANDICAPPED,"show_ngo_info(""180626"");","312, delhi (DELHI)","Shop NO384, Indira Camp, Kalyanvas, Near LBS Hospital, Delhi110092",Data Not Found,"60, Masjid Lane, Jangpura (Bhogal)",Delhi,DELHI,Not Available,9250583308,Not Available,wada19988(at)gmail[dot]com
,,,,,,,,,,,,
16,WELFARE HOME FOR CHILDREN,"show_ngo_info(""220953"");","10085, SARITA VIHAR (DELHI)","1-B Institutional Area, Sarita Vihar",Data Not Found,"Shop NO384, Indira Camp, Kalyanvas, Near LBS Hospital, Delhi110092",delhi,DELHI,Not Available,9810889137,Not Available,arifhusain786786(at)gmail[dot]com
,,,,,,,,,,,,
17,WELFARE ORGANISATION,"show_ngo_info(""237585"");","S-26734 OF 1994, DELHI (DELHI)",BASTI VIKAS KENDRESHAM NAGAR BEHIND SANTAM DHARAM MANDURNEW DELHI-110018NEAR TOLETS,"Agriculture,Art & Culture,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Labour & Employment,Land Resources,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Rural Development & Poverty Alleviation,Sports,Water Resources,Women's Development & Empowerment,Youth Affairs","1-B Institutional Area, Sarita Vihar",SARITA VIHAR,DELHI,Not Available,8860835349,Not Available,welfare2007(at)gmail[dot]com
,,,,,,,,,,,,
18,WELFARE ORGANIZATION REFORMATION LEGAL DEVELOPMENT SOCIETY,"show_ngo_info(""236148"");","SOCIETY/WEST/2015/8901885, DELHI (DELHI)","K-80-WZ-61-A-2 GF SHYAM NAGAR, NEW DELHI-110018","Human Rights,Human Rights","BASTI VIKAS KENDRE
SHAM NAGAR BEHIND SANTAM DHARAM MANDUR
NEW DELHI-110018
NEAR TOLETS",DELHI,DELHI,Not Available,9999979289,Not Available,welfareorganisation36(at)gmail[dot]com
,,,,,,,,,,,,
19,WELFARE SOCIETY FOR ELDERLY AND DESTETUTE PEOPLE,"show_ngo_info(""163495"");","S/61270/2008, Delhi (DELHI)","J1/C, Gaffar Manzil PartII,Okhla, Jamia Nagar, New Delhi","Aged/Elderly,Environment & Forests,Children,Differently Abled,Disaster Management,Education & Literacy,Food Processing,Health & Family Welfare,Information & Communication Technology,Legal Awareness & Aid,Micro Finance (SHGs),Minority Issues,Panchayati Raj,Right to Information & Advocacy,Vocational Training,Women's Development & Empowerment","K-80-WZ-61-A-2 GF SHYAM NAGAR, NEW DELHI-110018",DELHI,DELHI,Not Available,7355559446,http://www.worldsociety.in,worldsociety05(at)gmail[dot]com
,,,,,,,,,,,,
20,Welham Girls Alumni Association,"show_ngo_info(""221898"");","54318, New Delhi (DELHI)","B 317, New Friends Colony, New Delhi 110025",Data Not Found,"J1/C, Gaffar Manzil PartII,
Okhla, Jamia Nagar, New Delhi",Delhi,DELHI,Not Available,9810074303,http://www.wsedp.in/,WSEDPINDIA(at)GMAIL[dot]COM
,,,,,,,,,,,,
21,Well Being Foundation,"show_ngo_info(""191071"");","1018, OKHLA (DELHI)","F-14/1, SIR SYED ROAD, BATLA HOUSE, JAMIA NAGAR, OKHLA, NEW DELHI","Children,Civic Issues,Differently Abled,Education & Literacy","B 317, New Friends Colony, New Delhi 110025",New Delhi,DELHI,Not Available,9810031882,https://www.welhamgirlsalumni.in,welhamgirlsalumniregistry(at)gmail[dot]com
,,,,,,,,,,,,
22,WELLBEING FOUNDATION,"show_ngo_info(""192426"");","S-E/198/Distt. South- EAST/201, new delhi (DELHI)","45-D Kilokari village, New Delhi-110014","Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,HIV/AIDS","F-14/1, SIR SYED ROAD, BATLA HOUSE, JAMIA NAGAR, OKHLA, NEW DELHI",OKHLA,DELHI,Not Available,9891129635,http://wellbeingindia.org,farhailm2425(at)gmail[dot]com
,,,,,,,,,,,,
23,Wetlands International South Asia Society (Regd),"show_ngo_info(""180918"");","S-54346, NEW DELHI (DELHI)","A-25, SECOND FLOOR, DEFENCE COLONY","Environment & Forests,Water Resources","45-D Kilokari village, New Delhi-110014",new delhi,DELHI,Not Available,8349745757,Not Available,PRATAPSINGH18882(at)GMAIL[dot]COM
,,,,,,,,,,,,
24,WHAM,"show_ngo_info(""194920"");","IN-DL63131562237158P, Najafgarh (DELHI)","Plot No.5, Kutub Vihar PhaseII, Tajpur Extension, Delhi110071","Art & Culture,Children,Dalit Upliftment,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Land Resources,Rural Development & Poverty Alleviation,Science & Technology,Sports,Vocational Training,Women's Development & Empowerment,Youth Affairs,Art & Culture,Children,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs","A-25, SECOND FLOOR, DEFENCE COLONY",NEW DELHI,DELHI,Not Available,9871837444,https://south-asia.wetlands.org,ritesh[dot]kumar(at)wi-sa.org
,,,,,,,,,,,,
25,WHISTLER AVIATION PRIVATE LIMITED,"show_ngo_info(""235276"");","U62100DL2014PTC267219, New Delhi (DELHI)","HOUSE NO. 8/5, GROUND FLOOR MEHRAM NAGAR , DELHI CANTT NEW DELHI DL 110037","Education & Literacy,Food Processing,Health & Family Welfare,Micro Small & Medium Enterprises,Urban Development & Poverty Alleviation,Women's Development & Empowerment,Minority Issues,Vocational Training,Youth Affairs","Plot No.5, Kutub Vihar PhaseII, Tajpur Extension, Delhi110071",Najafgarh,DELHI,Not Available,8527477599,Not Available,whamfoundation(at)gmail[dot]com
,,,,,,,,,,,,
26,WHITE CROWN SOLUTIONS PRIVATE LIMITED,"show_ngo_info(""237683"");","U74999DL2013PTC259709, Delhi (DELHI)",WZ796 3RD FLOOR PALAM COLONY SOUTHWEST DELHI DELHI DELHI110045,Data Not Found,"HOUSE NO. 8/5, GROUND FLOOR MEHRAM NAGAR , DELHI CANTT NEW DELHI DL 110037",New Delhi,DELHI,Not Available,8800668683,Not Available,deepakdhalla(at)gmail[dot]com
,,,,,,,,,,,,
27,WHITE LOTUS CHARITABLE TRUST,"show_ngo_info(""218838"");","64677, DELHI (DELHI)","GH-13/730,Paschim Vihar,New Delhi-110087","Education & Literacy,Women's Development & Empowerment",WZ796 3RD FLOOR PALAM COLONY SOUTHWEST DELHI DELHI DELHI110045,Delhi,DELHI,Not Available,8219871611,Not Available,vickrantrana030(at)gmail[dot]com
,,,,,,,,,,,,
28,Whizz Educational and Technical Organization,"show_ngo_info(""76756"");","S/00508-NE/2011, Delhi (DELHI)","E/49- F-314 Janta Majdur Colony, Welcome, Seelampur","Animal Husbandry, Dairying  &  Fisheries,Children,Drinking Water,Education & Literacy,Health & Family Welfare,Information & Communication Technology,Legal Awareness & Aid,Agriculture,Animal Husbandry, Dairying  &  Fisheries,Children,Drinking Water,Education & Literacy,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Labour & Employment,Rural Development & Poverty Alleviation,Vocational Training,Youth Affairs,Right to Information & Advocacy,Any Other,Biotechnology,Civic Issues,Environment & Forests,Legal Awareness & Aid,Sports","GH-13/730,Paschim Vihar,New Delhi-110087",DELHI,DELHI,Not Available,9811179809,http://www.whitelotustrust.org,bparmodsinha(at)yahoo[dot]co.in
,,,,,,,,,,,,
29,WHS CHARITABLE TRUST,"show_ngo_info(""201856"");","497, Delhi (DELHI)","M-7/A-4, Dilshad Garden, Delhi-110095","Children,Civic Issues,Drinking Water,Environment & Forests,Health & Family Welfare,HIV/AIDS,Legal Awareness & Aid,Minority Issues,Youth Affairs","E/49- F-314 Janta Majdur Colony, Welcome, Seelampur",Delhi,DELHI,03513-259214,8967917586,http://www.weto.org.in,wetongo2011(at)gmail[dot]com
,,,,,,,,,,,,
30,wide vision welfare foundation,"show_ngo_info(""91156"");","S/59/2010, New Delhi (DELHI)","2660, Kucha Chelan, Darya Ganj, New Delhi- 110002",Data Not Found,"M-7/A-4, Dilshad Garden, Delhi-110095",Delhi,DELHI,Not Available,9868017860,Not Available,indoprideschool(at)gmail[dot]com
,,,,,,,,,,,,
31,WILDLIFE PROTECTION SOCIETY OF INDIA,"show_ngo_info(""169090"");","S/27248, NEW DELHI (DELHI)","S-25, PANCHSHEEL PARK, NEW DELHI-110017","Animal Husbandry, Dairying  &  Fisheries","2660, Kucha Chelan, Darya Ganj, New Delhi- 110002",New Delhi,DELHI,011-23255143,9015398516,Not Available,widevision10(at)gmail[dot]com
,,,,,,,,,,,,
32,Wildlife Rescue,"show_ngo_info(""225953"");","472/4/4100/30-41/10032010, Delhi (DELHI)",2970Shah GanjAjmeri Gate,Environment & Forests,"S-25, PANCHSHEEL PARK, NEW DELHI-110017",NEW DELHI,DELHI,Not Available,9999575950,http://www.wpsi-india.org,vaish(at)wpsi-india[dot]org
,,,,,,,,,,,,
33,Wildlife SOS,"show_ngo_info(""84183"");","32542, New Delhi (DELHI)","D-210 Defense Colony, New Delhi - 110024","Environment & Forests,Children,Education & Literacy,Vocational Training,Women's Development & Empowerment","2970
Shah Ganj
Ajmeri Gate",Delhi,DELHI,Not Available,9810639698,http://www.wildliferescue.org.in,maxray77(at)gmail[dot]com
,,,,,,,,,,,,
34,Wildlife Trust of India,"show_ngo_info(""100270"");","DIT(E)/98-99/W/101/98/621, New Delhi (DELHI)","B- 176, First Floor, East of Kailash","Education & Literacy,Environment & Forests,Tribal Affairs,Any Other","D-210 Defense Colony, New Delhi - 110024",New Delhi,DELHI,011-46601096,9818109730,http://www.wildlifesos.org,jagat(at)wildlifesos[dot]org
,,,,,,,,,,,,
35,WILLIAM J CLINTON FOUNDATION,"show_ngo_info(""167626"");","U85110DL2007NPL170799, NEW DELHI (DELHI)","PLOT NO 40, FIRST FLOOR, OKHLA INDUSTRIAL ESTATE, PHASE-III, NEW DELHI-110020",Nutrition,"B- 176, First Floor, East of Kailash",New Delhi,DELHI,0120-4143900,9868920631,http://wti.org.in,saji(at)wti[dot]org.in
,,,,,,,,,,,,
36,Win Over Cancer,"show_ngo_info(""174130"");","2762, Delhi (DELHI)","1817/20. 2nd Floor, Bisso Mal Colony, , Bhagirath Place. Chandni Chowk","Children,Dalit Upliftment,Education & Literacy,Health & Family Welfare,Labour & Employment,Micro Small & Medium Enterprises,Vocational Training","PLOT NO 40, FIRST FLOOR, OKHLA INDUSTRIAL ESTATE, PHASE-III, NEW DELHI-110020",NEW DELHI,DELHI,Not Available,9811320905,Not Available,pchaturvedi(at)clintonhealthaccess[dot]org
,,,,,,,,,,,,
37,Wings Cultural Society,"show_ngo_info(""50008"");","S/66549/2009, Delhi (DELHI)","265, Supreme Enclave, Mayur Vihar-Phase-1,Delhi-110091",Art & Culture,"1817/20. 2nd Floor, Bisso Mal Colony, , Bhagirath Place. Chandni Chowk",Delhi,DELHI,Not Available,9958984008,http://www.winovercancer.net,Winovercancer[dot]net(at)gmail.com
,,,,,,,,,,,,
38,WINGSEDUCATIONS,"show_ngo_info(""116400"");","S/987/DISTTSOUTH/2012, DELHI (DELHI)",I-II 229/7 SANGAM VIHAR NEW DELHI 110062,Vocational Training,"265, Supreme Enclave, Mayur Vihar-Phase-1,Delhi-110091",Delhi,DELHI,011-26162361,9971580760,http://www.wings.net.in,wingsculturalsociety(at)gmail[dot]com
,,,,,,,,,,,,
39,WINTER OF LIFE SOCIETY,"show_ngo_info(""210729"");","S-62147, NEW DELHI (DELHI)","301, ODEON PLAZA-II, PLOT NO. 13 SECTOR -10 DWARKA, NEW DELHI- 110075","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Differently Abled,Education & Literacy,Environment & Forests,Health & Family Welfare,Micro Finance (SHGs),Rural Development & Poverty Alleviation,Vocational Training",I-II 229/7 SANGAM VIHAR NEW DELHI 110062,DELHI,DELHI,011-65955507,9811424031,http://www.wingseducations.in,wingseducations(at)outlook[dot]com
,,,,,,,,,,,,
40,WISE India,"show_ngo_info(""154622"");","S/WEST/2011/8900157, Delhi (DELHI)","H-333, New Rajinder Nagar, 110060","Science & Technology,Women's Development & Empowerment","301, ODEON PLAZA-II, PLOT NO. 13 SECTOR -10 DWARKA, NEW DELHI- 110075",NEW DELHI,DELHI,Not Available,9310369389,Not Available,winteroflifesociety(at)gmail[dot]com
,,,,,,,,,,,,
