sr_no,name,city,address,work_sector,Address,City,State,Telephone,Mobile No,Website Url,E-mail
50,SHRI SOHAN LAL CHARITABLE TRUST,"1794, DELHI (DELHI)","4/8, 2ND FLOOR, ASAF ALI ROAD, ABOVE BANK OF INDIA",Data Not Found,"4/35, SHRI RAM NAGAR, SHAHDARA",DELHI,DELHI,Not Available,9311386591,Not Available,subhash01061973@gmail.com
51,SHRI SUMAN EDUCATIONAL TRUST,"765, NEW DELHI (DELHI)","PROP. No. F-281, UPPER GROUND FLOOR, WARD No. 2, MEHRAULI","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Labour & Employment,Micro Finance (SHGs),Micro Small & Medium Enterprises,New & Renewable Energy,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Vocational Training,Youth Affairs,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Environment & Forests,Food Processing,Housing,Land Resources,Legal Awareness & Aid,Minority Issues,Nutrition,Panchayati Raj,Prisoner's Issues,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Water Resources,Women's Development & Empowerment","4/35, SHRI RAM NAGAR, SHAHDARA",DELHI,DELHI,Not Available,9311386591,Not Available,subhash01061973@gmail.com
52,SHRI SWAMI BHUMANAND DHARMARTH CHIKITSALAYA AND RESEARCH INSTITUTE,"1406, DELHI (DELHI)","DANDI ASHRAM, YAMUNA BAZAR, DELHI","Agriculture,Children,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,Rural Development & Poverty Alleviation,Sports,Vocational Training,Women's Development & Empowerment,Aged/Elderly,Any Other","PROP. No. F-281, UPPER GROUND FLOOR, WARD No. 2, MEHRAULI",NEW DELHI,DELHI,Not Available,9630020069,Not Available,mukeshbrahmankar@gmail.com
53,Shri Taleshwar Mahadev Sewa Samiti,"48382/2004, delhi (DELHI)","A-495/1, Indra Marg, Mandawali","Art & Culture,Any Other","DANDI ASHRAM, YAMUNA BAZAR, DELHI",DELHI,DELHI,Not Available,9944973638,Not Available,BHUMANIKETAN@GMAIL.COM
54,SHRI TULSI RAMAYAN BHAGWAT PEETH (VRINDAVAN),"3534, OTHE THAN SOUTH DISTRICT (DELHI)","208/1, SAVITRI NAGAR, MALVIYA NAGAR, NEW DELHI-110017",Data Not Found,"A-495/1, Indra Marg, Mandawali",delhi,DELHI,Not Available,8750513248,Not Available,stmss2004@gmail.com
55,SHRI VARDHMAN S.S JAIN SANGH,"10898, NEW DELHI (DELHI)","234 BLOCKA1PACHIM,VIHAR PASCHIM VIHAR Punjabi Bagh West Delhi India 110063",Health & Family Welfare,"208/1, SAVITRI NAGAR, MALVIYA NAGAR, NEW DELHI-110017",OTHE THAN SOUTH DISTRICT,DELHI,Not Available,9412226898,Not Available,salilradhe@icloud.com
56,Shri Venkateswara Fine Arts Trust,"7164, New Delhi (DELHI)","No. 669, Pocket B, LIG Flats Hastsal, Uttam Nagar",Art & Culture,"234 BLOCKA1PACHIM,VIHAR PASCHIM VIHAR Punjabi Bagh West Delhi India 110063",NEW DELHI,DELHI,Not Available,9810163165,Not Available,jainsthankpvr@gmail.com
57,shri yog abhyas ashram trust,"BAHI No 4 REGITRATION No 283, NEW DELHI (DELHI)",YOGESHWAR DEVIDAYAL MAHAMANDIR BLOCK8 TILAK NAGAR NEW DELHI 110018,Data Not Found,"No. 669, Pocket B, LIG Flats Hastsal, Uttam Nagar",New Delhi,DELHI,011-25391136,9810896932,Not Available,svfatrust@gmail.com
58,SHRIMATI SHANTI DEVI CHARITABLE AND EDUCATIONAL WELFARE SOCIETY,"60934, Delhi (DELHI)",243 Ghandoly Village Post Vasundhara Enclave Delhi,Data Not Found,YOGESHWAR DEVIDAYAL MAHAMANDIR BLOCK8 TILAK NAGAR NEW DELHI 110018,NEW DELHI,DELHI,Not Available,9899661666,Not Available,inderpreetgurgaon@gmail.com
59,SHRINIWASA SANSKRITA VIDYAPEETHAM,"S/273/SDM/NW/2011, North Delhi (DELHI)","174Ramanuj Marg Ibrahimpur Village, AlipurPost Office",Education & Literacy,243 Ghandoly Village Post Vasundhara Enclave Delhi,Delhi,DELHI,Not Available,9999302244,Not Available,smtshantidevicharitablesociety@gmail.com
60,SHRIONKAR SINGH MEMORIAL TRUST,"4036/IV, New Delhi (DELHI)",B-12 NBT APARTMENTS MAYUR VIHAR PHASE-1,Health & Family Welfare,"174Ramanuj Marg Ibrahimpur Village, AlipurPost Office",North Delhi,DELHI,Not Available,9810429487,Not Available,jeevanjsrdji@gmail.com
61,SHRIRAM BHARATIYA KALA KENDRA,"S/526 of 1951-52, New Delhi (DELHI)","Shriram Bharatiya Kala Kendra,1,Copernicus Marg,New Delhi-110001",Art & Culture,B-12 NBT APARTMENTS MAYUR VIHAR PHASE-1,New Delhi,DELHI,Not Available,9868957363,Not Available,kscharak@gmail.com
62,SHRIRAM INSTITUTE FOR INDUSTRIAL RESEARCH,"S 169 OF 1940-41, DELHI (DELHI)","SHRIRAM INSTITUTE FOR INDUSTRIAL RESEARCH, 19 UNIVERSITY ROAD, DELHI-110007",Scientific & Industrial Research,"Shriram Bharatiya Kala Kendra,
1,Copernicus Marg,
New Delhi-110001",New Delhi,DELHI,011-43503333,9811040105,http://thekendra.com,sbkk@thekendra.com
63,shristi,"S32727, NEW DELHI (DELHI)","B-223, CHITTARANJAN PARKNEW DELHI-110019","Art & Culture,Civic Issues,Disaster Management,Education & Literacy,Micro Small & Medium Enterprises,Science & Technology,Scientific & Industrial Research,Women's Development & Empowerment","SHRIRAM INSTITUTE FOR INDUSTRIAL RESEARCH, 19 UNIVERSITY ROAD, DELHI-110007",DELHI,DELHI,011-27667267,9953192003,http://www.shriraminstitute.org,devendra@shriraminstitute.org
64,shristi parents support group,"8355, DELHI (DELHI)","C-272 VIVEK VIHAR,NEAR VEVEKANAND MAHILA COLLEGE .",Data Not Found,"B-223, CHITTARANJAN PARK
NEW DELHI-110019",NEW DELHI,DELHI,Not Available,9873935480,http://www.shristi.org.in,2005.pinaki@gmail.com
65,Shubhakshika Educational Society,"S-24419, New Delhi (DELHI)","A5-B/184, Pashim Vihar, New Delhi-110063","Children,Civic Issues,Education & Literacy,Health & Family Welfare,Women's Development & Empowerment","C-272 VIVEK VIHAR,NEAR VEVEKANAND MAHILA COLLEGE .",DELHI,DELHI,011-42512741,9818409489,http://www.shristi-institute.org,shristithecreation@gmail.com
66,Shubhendra and Saskia Rao Foundation,"527 in Book No 4 Vol No 4046, NEW DELHI (DELHI)","B 368, 2nd floor, C.R.Park, New Delhi 110019","Art & Culture,Children,Differently Abled,Education & Literacy","A5-B/184, Pashim Vihar, New Delhi-110063",New Delhi,DELHI,Not Available,9810201542,http://shubhakshika.org,shubhakshika@gmail.com
67,shuddhi,"S/2020/SDM/NW/2014, New Delhi (DELHI)","SHUDDHI,86C, CD-Block, Pitampura,New Delhi-110034","Children,Civic Issues,Differently Abled,Drinking Water,Education & Literacy,Environment & Forests,Nutrition,Vocational Training,Youth Affairs,Disaster Management,Aged/Elderly,Legal Awareness & Aid,Science & Technology,Urban Development & Poverty Alleviation,Water Resources,Women's Development & Empowerment","B 368, 2nd floor, C.R.Park, New Delhi 110019",NEW DELHI,DELHI,Not Available,9811190983,Not Available,shubsitar@gmail.com
68,SHUDHOHUM FOUNDATION,"U93090DL2017NPL323891, Delhi (DELHI)","KH-622/166-A, Mandawali, Fazalpur, Near Primary School, Delhi, East Delhi 110092","Animal Husbandry, Dairying  &  Fisheries,Children,Differently Abled,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,Nutrition,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Sports,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other","SHUDDHI,
86C, CD-Block, Pitampura,
New Delhi-110034",New Delhi,DELHI,9654-815105,9654815105,http://www.shuddhi.org,shuddhi.org@gmail.com
69,SHUSHRAT SHIKSHA SAMITI,"S/37519, DELHI (DELHI)","B-717, J.J. COLONY, BUDH NAGAR, INDER PURI, NEW DELHI-110012","Children,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Legal Awareness & Aid,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs","KH-622/166-A, Mandawali, Fazalpur, Near Primary School, Delhi, East Delhi 110092",Delhi,DELHI,Not Available,9910245190,Not Available,svarun.1992@rediffmail.com
70,SHVAN DEVELOPMENT FOUNDATION,"CIN-U74999DL2017NPL311312, Delhi (DELHI)","H.NO. J10/4-C, GF,, RAJOURI GARDEN,, NEW DELHI, North Delhi, Delhi, India, 110027",Any Other,"B-717, J.J. COLONY, BUDH NAGAR, INDER PURI, NEW DELHI-110012",DELHI,DELHI,011-27878420,9868306095,Not Available,sssamiti14@gmail.com
71,Shyam Lal Foundation,"52265, Delhi (DELHI)","4360, Bhairon Street, Nai Sarak, Chandni Chowk,Delhi - 110006",Legal Awareness & Aid,"H.NO. J10/4-C, GF,, RAJOURI GARDEN,, NEW DELHI, North Delhi, Delhi, India, 110027",Delhi,DELHI,Not Available,8860725556,Not Available,ajaymhjn1708@gmail.com
72,Shyama Prasad Mukherji College,"4426, Punjabi Bagh (DELHI)","Shyama Prasad Mukherji College, Road no.57, West Punjabhi Bagh, New Delhi-110026",Women's Development & Empowerment,"4360, Bhairon Street, Nai Sarak, Chandni Chowk,Delhi - 110006",Delhi,DELHI,011-23914706,9212003455,Not Available,shyamlalfoundation@gmail.com
73,SIDDHARTH EDUCATION FOUNDATION,"79/2013, 119/2019, DELHI (DELHI)","45/10C, MOLAR BAND EXTN., BADARPUR, NEW DELHI 110044.","Agriculture,Art & Culture,Children,Education & Literacy,Aged/Elderly,Environment & Forests,Micro Small & Medium Enterprises,New & Renewable Energy,Sports,Vocational Training,Women's Development & Empowerment,Youth Affairs","Shyama Prasad Mukherji College, Road no.57, West Punjabhi Bagh, New Delhi-110026",Punjabi Bagh,DELHI,011-25224499,9911484810,Not Available,spmcollegedu@gmail.com
74,SIDDHI,"647, DELHI (DELHI)","C-2/112, 1ST FLOOR, JANAKPURI , DELHI-110058","Children,Differently Abled,Drinking Water,Education & Literacy,Environment & Forests,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs","45/10C, MOLAR BAND EXTN., BADARPUR, NEW DELHI 110044.",DELHI,DELHI,Not Available,8920633200,Not Available,sef14022013@gmail.com
75,SIDDHI,"S/001085-NE/2012, Delhi (DELHI)","A-9/6, Gali No.-9 Dayalpur, Delhi-110090",Data Not Found,"C-2/112, 1ST FLOOR, JANAKPURI , DELHI-110058",DELHI,DELHI,Not Available,9868206291,http://WWW.SIDDHI.INTERNATIONAL,CA1SAURABHJAIN@GMAIL.COM
76,SIDDHI VEER BABA EDUCATIONAL AND SPORTS FOUNDATION,"790, DELHI (DELHI)","98- B, POCKET C-2, MAYUR VIHAR, PHASE- III",Education & Literacy,"A-9/6, Gali No.-9 Dayalpur, Delhi-110090",Delhi,DELHI,011-22172254,9868046581,Not Available,siddhingo@gmail.com
77,Siddhi Vinayak Kailash Mansarovar Trust,"District East/Society/811/2113, DELHI (DELHI)",FLAT NO 301 G POCKET 2 MAYUR VIHAR PHASE 1,"Aged/Elderly,Health & Family Welfare,Legal Awareness & Aid,Right to Information & Advocacy,Women's Development & Empowerment,Any Other","98- B, POCKET C-2, MAYUR VIHAR, PHASE- III",DELHI,DELHI,Not Available,9818333798,Not Available,sbpublicschool2018@gmail.com
78,siddiqui charitable trust,"1925, DELHI (DELHI)","D-556, MAIN ROAD,BAOLI GATE DARGAH HAZRAT NIZAMUDDIN",Education & Literacy,FLAT NO 301 G POCKET 2 MAYUR VIHAR PHASE 1,DELHI,DELHI,Not Available,9891805155,Not Available,nbk3003@gmail.com
79,SIDHI WELFARE FOUNDATION,"387, NEW DELHI (DELHI)","R/O D-375 NEAR HANUMAN MANDIR, MUNIRKA VILLAGE,NEW DELHI, SOUTH WEST DELHI 110067H/O:- PACH MANDIRA NIRALA NAGAR, WARD NO-06, SIWAN BIHAR 841226",Data Not Found,"D-556, MAIN ROAD,BAOLI GATE DARGAH HAZRAT NIZAMUDDIN",DELHI,DELHI,Not Available,9871267553,Not Available,siddiquitrust009@gmail.com
80,Sikh youth Organisation,"233, DELHI (DELHI)",12A/52A ROAD NO 66 MAIN ROAD MAUJPUR DELHI,"Art & Culture,Education & Literacy,Food Processing,Minority Issues","R/O D-375 NEAR HANUMAN MANDIR, MUNIRKA VILLAGE,NEW DELHI, SOUTH WEST DELHI 110067
H/O:- PACH MANDIRA NIRALA NAGAR, WARD NO-06, SIWAN BIHAR 841226",NEW DELHI,DELHI,Not Available,9973306300,http://www.sidhiwelfarefoundation.com,ambikesh56@gmail.com
81,SILVER LININGS,"11579, Delhi (DELHI)",164 B Pocket A Mayur Vihar Phase 2 Delhi 110091,Differently Abled,12A/52A ROAD NO 66 MAIN ROAD MAUJPUR DELHI,DELHI,DELHI,Not Available,9899151506,http://sikhyouthorganisation.org,roopraigagan@gmail.com
82,SIM-TECH EDUCATION AND WELFARE SOCIETY,"559/2015-16, Delhi (DELHI)","1/3716, Ram Nagar,Loni road, Shahdara, Delhi-110032",Education & Literacy,164 B Pocket A Mayur Vihar Phase 2 Delhi 110091,Delhi,DELHI,Not Available,9871701646,http://www.silver-linings.org/,preeti.monga@silver-linings.org
83,Simple Education Foundation,"1573, New Delhi (DELHI)","H-1,Bandhu Vihar, CGHS, Sector 10, Plot No 11, Dwarka","Children,Education & Literacy","1/3716, Ram Nagar,Loni road, Shahdara, Delhi-110032",Delhi,DELHI,Not Available,9250109187,Http://www.sim-tech.in,davendra.tyagi@gmail.com
84,Sindhu Darshan Yatra Samiti,"S/306/2013, delhi (DELHI)","1681,Main Bazar,Pahar Ganj, New Delhi-110055",Data Not Found,"H-1,Bandhu Vihar, CGHS, Sector 10, Plot No 11, Dwarka",New Delhi,DELHI,Not Available,9871136123,http://www.simpleeducationfoundation.org,rahul@simpleeducationfoundation.org
85,SINDHU KALA SANGAM,"S. 2096 of 1962-63, New Delhi (DELHI)",B-53/C Gangotri Enclave Alaknanda New Delhi 110019,Data Not Found,"1681,Main Bazar,Pahar Ganj, New Delhi-110055",delhi,DELHI,Not Available,9999254446,Not Available,bhupinderkansil@gmail.com
86,SINDHU YUVA SANGATHAN,"1962, NEW DELHI (DELHI)","F II-248, JJ COLONY, MADANGIR, NEW DELHI-110062","Agriculture,Art & Culture,Children,Civic Issues,Dalit Upliftment,Disaster Management,Drinking Water,Education & Literacy,Food Processing,Human Rights,Information & Communication Technology,Nutrition,Panchayati Raj,Prisoner's Issues,Rural Development & Poverty Alleviation,Science & Technology,Vocational Training,Women's Development & Empowerment,Any Other",B-53/C Gangotri Enclave Alaknanda New Delhi 110019,New Delhi,DELHI,Not Available,9811017787,Not Available,kirti.gy@gmail.com
87,SINGAL SONS CONSULTANTS PRIVATE LIMITED,"U74899DL1979PTC009855, Delhi (DELHI)","201 Ground floor Road No 4Desu Wali Gali Mahipalpur Near Flipkart Office. New Delhi Pin:110037, India","Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment","F II-248, JJ COLONY, MADANGIR, NEW DELHI-110062",NEW DELHI,DELHI,Not Available,8384851313,Not Available,sunilgangwanisys@gmail.com
88,sinhayana foundation,"U74999DL2017NPL320932, delhi (DELHI)","A-178 F/F KH No. 134/5, GULAB BAGH, UTTAM NAGAR, NEAR METRO PILLAR NO. 753 NEW DELHI West Delhi DL 110059 IN",Art & Culture,"201 Ground floor Road No 4Desu Wali Gali Mahipalpur Near Flipkart Office. New Delhi Pin:110037, India",Delhi,DELHI,Not Available,8877771122,Not Available,ho.singalsons@gmail.com
89,SINJAN YOG TRUST,"17819, NEW DELHI (DELHI)","J-42A, CHANAKYA PLACE-1, STREET NO.-31NEW DELHI-110059","Health & Family Welfare,Nutrition,Women's Development & Empowerment","A-178 F/F KH No. 134/5, GULAB BAGH, UTTAM NAGAR, NEAR METRO PILLAR NO. 753 NEW DELHI West Delhi DL 110059 IN",delhi,DELHI,Not Available,9599328377,Not Available,lalit.singhal2017@gmail.com
90,SINTEL INFOTECH PRIVATE LIMITED,"55-89780, DELHI (DELHI)","73/104, PREM COMPLEX , TAIMOOR NAGAR, NEW DELHI",Education & Literacy,"J-42A, CHANAKYA PLACE-1, STREET NO.-31
NEW DELHI-110059",NEW DELHI,DELHI,011-25639274,9818987188,http://sinjanyog.org,sinjanyogtrust@gmail.com
91,Sir Ganga Ram Trust Society,"11 of 1948-1949, New Delhi (DELHI)","Dr (Brigadier) Satendra KatochMedical SuperintendentSir Ganga Ram Hospital,Institute of Genetics and Genomics,Rajender Nagar, 110060",Health & Family Welfare,"73/104, PREM COMPLEX , TAIMOOR NAGAR, NEW DELHI",DELHI,DELHI,Not Available,9910444601,Not Available,SINTELINFO@REDIFFMAIL.COM
92,Sir Syed Education Foundation,"256, New Delhi (DELHI)","1/151, Julaina Commercial Complex,",Education & Literacy,"Dr (Brigadier) Satendra Katoch
Medical Superintendent
Sir Ganga Ram Hospital,
Institute of Genetics and Genomics,
Rajender Nagar, 110060",New Delhi,DELHI,011-42251031,9899338339,http://www.sgrh.com,satendra.katoch@sgrh.com
93,Sir Syyed Educational and Social Welfare Society,"S/33534, Delhi (DELHI)","C-24,Kabootar Market, Welcome, Seelampur,","Children,Civic Issues,Education & Literacy,Health & Family Welfare,Legal Awareness & Aid,Minority Issues,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment","1/151, Julaina Commercial Complex,",New Delhi,DELHI,Not Available,9910481867,Not Available,hr@sirsyedschool.in
94,SISTER DOCTORS FORUM OF INDIA,"202, New DELHI (DELHI)","4435-36, Makhanlal Street, 7 Ansari Road, Darya Ganj",Any Other,"C-24,Kabootar Market, Welcome, Seelampur,",Delhi,DELHI,011-22823102,9015181526,http://missionsirsyyed.org,fight2right@gmail.com
95,Sita All India Research And Social Services,"34511, New Delhi (DELHI)","B-2, Kakateeya Apartments, 86 I P Extension, New Delhi-110092","Education & Literacy,Health & Family Welfare,Nutrition,Rural Development & Poverty Alleviation","4435-36, Makhanlal Street, 7 Ansari Road, Darya Ganj",New DELHI,DELHI,Not Available,9743453644,Not Available,luciane42@yahoo.com
96,SITA DEVI FOUNDATION,"2840, DELHI (DELHI)",272 Arjun Nagar,Micro Finance (SHGs),"B-2, Kakateeya Apartments, 86 I P Extension, New Delhi-110092",New Delhi,DELHI,Not Available,9868145541,http://www.sairass.org,sita.sairass@gmail.com
97,SITARAM BHARTIA INSTITUTE OF SCIENCE AND RESEARCH,"S/23702, New Delhi (DELHI)","B-16, Qutab Institutional Area,","Scientific & Industrial Research,Science & Technology",272 Arjun Nagar,DELHI,DELHI,011-23581967,9767671080,http://www.sitadevifoundation.org,sitadevifoundation@yahoo.co.in
98,Siyawati Mediservices Private Limited,"U85100DL2018PTC331219, NEW DELHI (DELHI)","C-77A, KH NO 195, 196, 199, PARYAVARAN COMPLEX, SAIDULAZAB, NEW DELHI, 110030","Education & Literacy,Health & Family Welfare","B-16, Qutab Institutional Area,",New Delhi,DELHI,011-42111111,9810532309,Not Available,anil.joshi@sitarambhartia.org
99,Skill Council for Green Jobs,"S-E/731/Distt. South-EAST/2015, New Delhi (DELHI)","3rd Floor, Central Board of Irrigation","New & Renewable Energy,Education & Literacy,Environment & Forests,Any Other","C-77A, KH NO 195, 196, 199, PARYAVARAN COMPLEX, SAIDULAZAB, NEW DELHI, 110030",NEW DELHI,DELHI,Not Available,9868094550,http://siyawatimediservices.com,eliteeyecareforyou@gmail.com
100,SKILL DEVELOPMENT AND EDUCATION COUNCIL,"98, NEW DELHI (DELHI)",H.NO-312 AD G/F VILLAGE MUNIRKA,"Children,Education & Literacy,Labour & Employment,Women's Development & Empowerment,Agriculture,Art & Culture,Civic Issues,Dalit Upliftment,Differently Abled,HIV/AIDS,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,Right to Information & Advocacy,Vocational Training,Youth Affairs,Any Other","3rd Floor, Central Board of Irrigation",New Delhi,DELHI,Not Available,9810281521,http://sscgj.in/,pdhamija.greenjobs@gmail.com
2,SKILL POWER EDUCATIONAL SOCIETY,"1858/2017, DELHI (DELHI)","A-72/6, 2ND FLOOR , WEST VINOD NAGAR, NEAR GOPAL JEE STORE, DELHI-110092",Education & Literacy,"Prop No R-20-Pvt Shop No-103, F/F, Aruna Park, Shakarpur, Laxmi Nagar, Delhi-110092",DELHI,DELHI,Not Available,8299138687,Not Available,nehasinghns468755@gmail.com
3,SKILL POWER EDUCATIONAL TRUST,"664, DELHI (DELHI)","B-47 /A OLD NO B 47 SECOND FLOOR , GALI NO 1 , WEST VINOD NAGAR , NEAR MANGLAM HOSPITAL DELHI -110092",Data Not Found,"A-72/6, 2ND FLOOR , WEST VINOD NAGAR, NEAR GOPAL JEE STORE, DELHI-110092",DELHI,DELHI,Not Available,9313930294,Not Available,AUSMGNT@GMAIL.COM
4,SKILLMAN INFOCORP PRIVATE LIMITED,"U93000DL2009PTC309209, DELHI (DELHI)","8, Rajdhani Enclave, Preet Vihar Delhi",Data Not Found,"B-47 /A OLD NO B 47 SECOND FLOOR , GALI NO 1 , WEST VINOD NAGAR , NEAR MANGLAM HOSPITAL DELHI -110092",DELHI,DELHI,Not Available,9871343295,Not Available,ausmgnt2@gmail.com
5,skills and you consultants private limited,"U74120UP2014PTC067663, New Delhi (DELHI)","601-602, Thapar House,Yusuf Sarai Commercial Complex,Near Green Park Metro Station, Gate number 2","Children,Education & Literacy","8, Rajdhani Enclave, Preet Vihar Delhi",DELHI,DELHI,Not Available,9873216968,Not Available,skillmaninfocorp@gmail.com
6,SKY HEAVEN FOUNDATION,"2969, New Ashok Nagar (DELHI)","B 165C,insha building , block B, New Ashok NagarDelhi-110096","Children,Disaster Management,Education & Literacy,Environment & Forests,Health & Family Welfare,Minority Issues,Science & Technology,Sports,Vocational Training,Any Other","601-602, Thapar House,
Yusuf Sarai Commercial Complex,
Near Green Park Metro Station, Gate number 2",New Delhi,DELHI,Not Available,9958166956,Not Available,nishit.sacher@skillsandyou.com
7,SKY MARK FOUNDATION TRUST,"94, SOUTH WEST DELHI (DELHI)","RZ-A-5-C, GF Main Nasir Pur Road, Dabri Ext, Near Govt. School, New Delhi-110045","Children,Differently Abled,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,Vocational Training,Animal Husbandry, Dairying  &  Fisheries,Human Rights,Water Resources,Women's Development & Empowerment","B 165C,insha building , block B, New Ashok Nagar
Delhi-110096",New Ashok Nagar,DELHI,Not Available,9897933923,Not Available,Skyheavenfoundation@gmail.com
8,SKY VISION TRUST,"1857/2015-16, DELHI (DELHI)",Z BLOCK FIRST FLOOR DAYALSAR COLONY UTTAM NAGAR DELHI,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Food Processing,Health & Family Welfare,Information & Communication Technology,Micro Small & Medium Enterprises,Minority Issues,Science & Technology,Water Resources","RZ-A-5-C, GF Main Nasir Pur Road, Dabri Ext, Near Govt. School, New Delhi-110045",SOUTH WEST DELHI,DELHI,Not Available,9811519525,http://skymarktrust.org/,info@skymarktrust.org
9,SKYLAND EDUCATIONAL SOCIETY,"S 15316 OF 1985, DELHI (DELHI)",B-32 PURU APPARTMENT SECTOR-13 ROHINI DELHI,"Art & Culture,Education & Literacy,Aged/Elderly,Health & Family Welfare,Science & Technology,Sports,Vocational Training,Women's Development & Empowerment,Any Other",Z BLOCK FIRST FLOOR DAYALSAR COLONY UTTAM NAGAR DELHI,DELHI,DELHI,Not Available,9419001418,Not Available,skyvisionoffice@gmail.com
10,SKYLARK EDUCATION WELFARE SOCIETY,"67275, NEW DELHI (DELHI)","A45D,SHOP NO.3,MAHENDRU ENCLAVE ,NEW DELHI-110033",Education & Literacy,B-32 PURU APPARTMENT SECTOR-13 ROHINI DELHI,DELHI,DELHI,Not Available,9891110341,Not Available,skjaingjain@gmail.com
11,Slum Life Upliftment Mission Foundation,"621, New Delhi (DELHI)","Flat No.536,Double Storey,New Rajendra Nagar,New Delhi 110060","Biotechnology,Drinking Water,Education & Literacy,Nutrition,Rural Development & Poverty Alleviation","A45D,SHOP NO.3,MAHENDRU ENCLAVE ,NEW DELHI-110033",NEW DELHI,DELHI,Not Available,7599111951,Not Available,skylarkedu.wel.society@gmail.com
12,Smart Achievers Initiative Society,"775/2016-17, Delhi (DELHI)","28/128, Third Floor, Gali No.13 Vishwasnagar, Shahdara, Delhi-110032","Education & Literacy,Labour & Employment,Vocational Training","Flat No.536,
Double Storey,
New Rajendra Nagar,
New Delhi 110060",New Delhi,DELHI,Not Available,9599008503,http:/www.slumfoundation.org,slumfoundation@gmail.com
13,SMART INDIA FOUNDATION,"1271, DElhi (DELHI)",H.NO. 68-69 Floor 2ndBlock – E Landmark Near Govt School Nehru Vihar New Delhi 110054,Data Not Found,"28/128, Third Floor, Gali No.13 Vishwasnagar, Shahdara, Delhi-110032",Delhi,DELHI,Not Available,7840086333,Not Available,subodh@saisociety.com
14,Smart Skills Educational Trust,"2170, Delhi (DELHI)","Regd officeE-408,Gali Number-5,Jagjeet Nagar,Garhi Mendu,North East, Delhi ( Bhajan Pura, Delhi) 110053Head OfficeNear QBR Road Tikait Nagar Dist. Barabanki 225415 (UP)","Education & Literacy,Vocational Training",H.NO. 68-69 Floor 2ndBlock – E Landmark Near Govt School Nehru Vihar New Delhi 110054,DElhi,DELHI,Not Available,9540464047,Not Available,sif.directors@gmail.com
15,SMART STUDY AND TRAINING CENTER ASSOCIATION,"721, New Delhi (DELHI)","L-53, FIRST FLOOR, GALI NO. 19, New Mahavir Nagar, New Delhi","Children,Women's Development & Empowerment","Regd officeE-408,Gali Number-5,Jagjeet Nagar,Garhi Mendu,North East, Delhi ( Bhajan Pura, Delhi) 110053
Head OfficeNear QBR Road Tikait Nagar Dist. Barabanki 225415 (UP)",Delhi,DELHI,Not Available,9044432756,Not Available,directorncsdm@gmail.com
16,SMARTBRAINS ENGINEERS & TECHNOLOGIST PRIVATE LIMITED,"U80301DL2009PTC196925, DELHI (DELHI)",8/119 Gurahai MohallaSahadara,Education & Literacy,"L-53, FIRST FLOOR, GALI NO. 19, New Mahavir Nagar, New Delhi",New Delhi,DELHI,Not Available,8860660799,Not Available,ssandtc704@gmail.com
17,SMARTPRO FOUNDATION,"432, New Delhi (DELHI)",Flat No. 12 DDA SFS Flats Sector 3 Pocket 1 and 2 Near DPS Dwarka Dwarka New Delhi 110075,"Aged/Elderly,Children,Disaster Management,Health & Family Welfare,Youth Affairs,Any Other","8/119 Gurahai Mohalla
Sahadara",DELHI,DELHI,Not Available,9811365088,http://smartbrains.in/,ankitgupta@smartbrains.in
